"","date","variable","value"
"1343",2011-07-18,"GASREGW",3.682
"1344",2011-07-25,"GASREGW",3.699
"1345",2011-08-01,"GASREGW",3.711
"1346",2011-08-01,"MICH",3.5
"1347",2011-08-08,"GASREGW",3.674
"1348",2011-08-15,"GASREGW",3.604
"1349",2011-08-22,"GASREGW",3.581
"1350",2011-08-29,"GASREGW",3.627
"1351",2011-09-01,"MICH",3.3
"1352",2011-09-05,"GASREGW",3.674
"1353",2011-09-12,"GASREGW",3.661
"1354",2011-09-19,"GASREGW",3.601
"1355",2011-09-26,"GASREGW",3.509
"1356",2011-10-01,"MICH",3.2
"1357",2011-10-03,"GASREGW",3.433
"1358",2011-10-10,"GASREGW",3.417
"1359",2011-10-17,"GASREGW",3.476
"1360",2011-10-24,"GASREGW",3.462
"1361",2011-10-31,"GASREGW",3.452
"1362",2011-11-01,"MICH",3.2
"1363",2011-11-07,"GASREGW",3.424
"1364",2011-11-14,"GASREGW",3.436
"1365",2011-11-21,"GASREGW",3.368
"1366",2011-11-28,"GASREGW",3.307
"1367",2011-12-01,"MICH",3.1
"1368",2011-12-05,"GASREGW",3.29
"1369",2011-12-12,"GASREGW",3.286
"1370",2011-12-19,"GASREGW",3.229
"1371",2011-12-26,"GASREGW",3.258
"1372",2012-01-01,"MICH",3.3
"1373",2012-01-02,"GASREGW",3.299
"1374",2012-01-09,"GASREGW",3.382
"1375",2012-01-16,"GASREGW",3.391
"1376",2012-01-23,"GASREGW",3.389
"1377",2012-01-30,"GASREGW",3.439
"1378",2012-02-01,"MICH",3.3
"1379",2012-02-06,"GASREGW",3.482
"1380",2012-02-13,"GASREGW",3.523
"1381",2012-02-20,"GASREGW",3.591
"1382",2012-02-27,"GASREGW",3.721
"1383",2012-03-01,"MICH",3.9
"1384",2012-03-05,"GASREGW",3.793
"1385",2012-03-12,"GASREGW",3.829
"1386",2012-03-19,"GASREGW",3.867
"1387",2012-03-26,"GASREGW",3.918
"1388",2012-04-01,"MICH",3.2
"1389",2012-04-02,"GASREGW",3.941
"1390",2012-04-09,"GASREGW",3.939
"1391",2012-04-16,"GASREGW",3.922
"1392",2012-04-23,"GASREGW",3.87
"1393",2012-04-30,"GASREGW",3.83
"1394",2012-05-01,"MICH",3
"1395",2012-05-07,"GASREGW",3.79
"1396",2012-05-14,"GASREGW",3.754
"1397",2012-05-21,"GASREGW",3.715
"1398",2012-05-28,"GASREGW",3.67
"1399",2012-06-01,"MICH",3.1
"1400",2012-06-04,"GASREGW",3.613
"1401",2012-06-11,"GASREGW",3.572
"1402",2012-06-18,"GASREGW",3.533
"1403",2012-06-25,"GASREGW",3.437
"1404",2012-07-01,"MICH",3
"1405",2012-07-02,"GASREGW",3.356
"1406",2012-07-09,"GASREGW",3.411
"1407",2012-07-16,"GASREGW",3.427
"1408",2012-07-23,"GASREGW",3.494
"1409",2012-07-30,"GASREGW",3.508
"1410",2012-08-01,"MICH",3.6
"1411",2012-08-06,"GASREGW",3.645
"1412",2012-08-13,"GASREGW",3.721
"1413",2012-08-20,"GASREGW",3.744
"1414",2012-08-27,"GASREGW",3.776
"1415",2012-09-01,"MICH",3.3
"1416",2012-09-03,"GASREGW",3.843
"1417",2012-09-10,"GASREGW",3.847
"1418",2012-09-17,"GASREGW",3.878
"1419",2012-09-24,"GASREGW",3.826
"1420",2012-10-01,"GASREGW",3.804
"1421",2012-10-01,"MICH",3.1
"1422",2012-10-08,"GASREGW",3.85
"1423",2012-10-15,"GASREGW",3.819
"1424",2012-10-22,"GASREGW",3.687
"1425",2012-10-29,"GASREGW",3.568
"1426",2012-11-01,"MICH",3.1
"1427",2012-11-05,"GASREGW",3.492
"1428",2012-11-12,"GASREGW",3.449
"1429",2012-11-19,"GASREGW",3.429
"1430",2012-11-26,"GASREGW",3.437
"1431",2012-12-01,"MICH",3.2
"1432",2012-12-03,"GASREGW",3.394
"1433",2012-12-10,"GASREGW",3.349
"1434",2012-12-17,"GASREGW",3.254
"1435",2012-12-24,"GASREGW",3.257
"1436",2012-12-31,"GASREGW",3.298
"1437",2013-01-01,"MICH",3.3
"1438",2013-01-07,"GASREGW",3.299
"1439",2013-01-14,"GASREGW",3.303
"1440",2013-01-21,"GASREGW",3.315
"1441",2013-01-28,"GASREGW",3.357
"1442",2013-02-01,"MICH",3.3
"1443",2013-02-04,"GASREGW",3.538
"1444",2013-02-11,"GASREGW",3.611
"1445",2013-02-18,"GASREGW",3.747
"1446",2013-02-25,"GASREGW",3.784
"1447",2013-03-01,"MICH",3.2
"1448",2013-03-04,"GASREGW",3.759
"1449",2013-03-11,"GASREGW",3.71
"1450",2013-03-18,"GASREGW",3.696
"1451",2013-03-25,"GASREGW",3.68
"1452",2013-04-01,"GASREGW",3.645
"1453",2013-04-01,"MICH",3.1
"1454",2013-04-08,"GASREGW",3.608
"1455",2013-04-15,"GASREGW",3.542
"1456",2013-04-22,"GASREGW",3.536
"1457",2013-04-29,"GASREGW",3.52
"1458",2013-05-01,"MICH",3.1
"1459",2013-05-06,"GASREGW",3.538
"1460",2013-05-13,"GASREGW",3.603
"1461",2013-05-20,"GASREGW",3.673
"1462",2013-05-27,"GASREGW",3.645
"1463",2013-06-01,"MICH",3
"1464",2013-06-03,"GASREGW",3.646
"1465",2013-06-10,"GASREGW",3.655
"1466",2013-06-17,"GASREGW",3.626
"1467",2013-06-24,"GASREGW",3.577
"1468",2013-07-01,"GASREGW",3.496
"1469",2013-07-01,"MICH",3.1
"1470",2013-07-08,"GASREGW",3.492
"1471",2013-07-15,"GASREGW",3.639
"1472",2013-07-22,"GASREGW",3.682
"1473",2013-07-29,"GASREGW",3.646
"1474",2013-08-01,"MICH",3
"1475",2013-08-05,"GASREGW",3.632
"1476",2013-08-12,"GASREGW",3.561
"1477",2013-08-19,"GASREGW",3.55
"1478",2013-08-26,"GASREGW",3.552
"1479",2013-09-01,"MICH",3.3
"1480",2013-09-02,"GASREGW",3.608
"1481",2013-09-09,"GASREGW",3.587
"1482",2013-09-16,"GASREGW",3.547
"1483",2013-09-23,"GASREGW",3.495
"1484",2013-09-30,"GASREGW",3.425
"1485",2013-10-01,"MICH",3
"1486",2013-10-07,"GASREGW",3.367
"1487",2013-10-14,"GASREGW",3.354
"1488",2013-10-21,"GASREGW",3.36
"1489",2013-10-28,"GASREGW",3.294
"1490",2013-11-01,"MICH",2.9
"1491",2013-11-04,"GASREGW",3.265
"1492",2013-11-11,"GASREGW",3.194
"1493",2013-11-18,"GASREGW",3.219
"1494",2013-11-25,"GASREGW",3.293
"1495",2013-12-01,"MICH",3
"1496",2013-12-02,"GASREGW",3.272
"1497",2013-12-09,"GASREGW",3.269
"1498",2013-12-16,"GASREGW",3.239
"1499",2013-12-23,"GASREGW",3.271
"1500",2013-12-30,"GASREGW",3.331
"1501",2014-01-01,"MICH",3.1
"1502",2014-01-06,"GASREGW",3.332
"1503",2014-01-13,"GASREGW",3.327
"1504",2014-01-20,"GASREGW",3.296
"1505",2014-01-27,"GASREGW",3.295
"1506",2014-02-01,"MICH",3.2
"1507",2014-02-03,"GASREGW",3.292
"1508",2014-02-10,"GASREGW",3.309
"1509",2014-02-17,"GASREGW",3.38
"1510",2014-02-24,"GASREGW",3.444
"1511",2014-03-01,"MICH",3.2
"1512",2014-03-03,"GASREGW",3.479
"1513",2014-03-10,"GASREGW",3.512
"1514",2014-03-17,"GASREGW",3.547
"1515",2014-03-24,"GASREGW",3.549
"1516",2014-03-31,"GASREGW",3.579
"1517",2014-04-01,"MICH",3.2
"1518",2014-04-07,"GASREGW",3.596
"1519",2014-04-14,"GASREGW",3.651
"1520",2014-04-21,"GASREGW",3.683
"1521",2014-04-28,"GASREGW",3.713
"1522",2014-05-01,"MICH",3.3
"1523",2014-05-05,"GASREGW",3.684
"1524",2014-05-12,"GASREGW",3.668
"1525",2014-05-19,"GASREGW",3.665
"1526",2014-05-26,"GASREGW",3.674
"1527",2014-06-01,"MICH",3.1
"1528",2014-06-02,"GASREGW",3.69
"1529",2014-06-09,"GASREGW",3.674
"1530",2014-06-16,"GASREGW",3.686
"1531",2014-06-23,"GASREGW",3.704
"1532",2014-06-30,"GASREGW",3.704
"1533",2014-07-01,"MICH",3.3
"1534",2014-07-07,"GASREGW",3.678
"1535",2014-07-14,"GASREGW",3.635
"1536",2014-07-21,"GASREGW",3.593
"1537",2014-07-28,"GASREGW",3.539
"1538",2014-08-01,"MICH",3.2
"1539",2014-08-04,"GASREGW",3.515
"1540",2014-08-11,"GASREGW",3.505
"1541",2014-08-18,"GASREGW",3.472
"1542",2014-08-25,"GASREGW",3.454
"1543",2014-09-01,"GASREGW",3.459
"1544",2014-09-01,"MICH",3
"1545",2014-09-08,"GASREGW",3.457
"1546",2014-09-15,"GASREGW",3.408
"1547",2014-09-22,"GASREGW",3.353
"1548",2014-09-29,"GASREGW",3.354
"1549",2014-10-01,"MICH",2.9
"1550",2014-10-06,"GASREGW",3.299
"1551",2014-10-13,"GASREGW",3.207
"1552",2014-10-20,"GASREGW",3.12
"1553",2014-10-27,"GASREGW",3.056
"1554",2014-11-01,"MICH",2.8
"1555",2014-11-03,"GASREGW",2.993
"1556",2014-11-10,"GASREGW",2.941
"1557",2014-11-17,"GASREGW",2.894
"1558",2014-11-24,"GASREGW",2.821
"1559",2014-12-01,"GASREGW",2.778
"1560",2014-12-01,"MICH",2.8
"1561",2014-12-08,"GASREGW",2.679
"1562",2014-12-15,"GASREGW",2.554
"1563",2014-12-22,"GASREGW",2.403
"1564",2014-12-29,"GASREGW",2.299
"1565",2015-01-01,"MICH",2.5
"1566",2015-01-05,"GASREGW",2.214
"1567",2015-01-12,"GASREGW",2.139
"1568",2015-01-19,"GASREGW",2.066
"1569",2015-01-26,"GASREGW",2.044
"1570",2015-02-01,"MICH",2.8
"1571",2015-02-02,"GASREGW",2.068
"1572",2015-02-09,"GASREGW",2.191
"1573",2015-02-16,"GASREGW",2.274
"1574",2015-02-23,"GASREGW",2.332
"1575",2015-03-01,"MICH",3
"1576",2015-03-02,"GASREGW",2.473
"1577",2015-03-09,"GASREGW",2.487
"1578",2015-03-16,"GASREGW",2.453
"1579",2015-03-23,"GASREGW",2.457
"1580",2015-03-30,"GASREGW",2.448
"1581",2015-04-01,"MICH",2.6
"1582",2015-04-06,"GASREGW",2.413
"1583",2015-04-13,"GASREGW",2.408
"1584",2015-04-20,"GASREGW",2.485
"1585",2015-04-27,"GASREGW",2.57
"1586",2015-05-01,"MICH",2.8
"1587",2015-05-04,"GASREGW",2.664
"1588",2015-05-11,"GASREGW",2.691
"1589",2015-05-18,"GASREGW",2.744
"1590",2015-05-25,"GASREGW",2.774
"1591",2015-06-01,"GASREGW",2.78
"1592",2015-06-01,"MICH",2.7
"1593",2015-06-08,"GASREGW",2.78
"1594",2015-06-15,"GASREGW",2.835
"1595",2015-06-22,"GASREGW",2.812
"1596",2015-06-29,"GASREGW",2.801
"1597",2015-07-01,"MICH",2.8
"1598",2015-07-06,"GASREGW",2.793
"1599",2015-07-13,"GASREGW",2.834
"1600",2015-07-20,"GASREGW",2.802
"1601",2015-07-27,"GASREGW",2.745
"1602",2015-08-01,"MICH",2.8
"1603",2015-08-03,"GASREGW",2.689
"1604",2015-08-10,"GASREGW",2.629
"1605",2015-08-17,"GASREGW",2.716
"1606",2015-08-24,"GASREGW",2.637
"1607",2015-08-31,"GASREGW",2.51
"1608",2015-09-01,"MICH",2.8
"1609",2015-09-07,"GASREGW",2.437
"1610",2015-09-14,"GASREGW",2.375
"1611",2015-09-21,"GASREGW",2.327
"1612",2015-09-28,"GASREGW",2.322
"1613",2015-10-01,"MICH",2.7
"1614",2015-10-05,"GASREGW",2.318
"1615",2015-10-12,"GASREGW",2.337
"1616",2015-10-19,"GASREGW",2.277
"1617",2015-10-26,"GASREGW",2.228
"1618",2015-11-01,"MICH",2.7
"1619",2015-11-02,"GASREGW",2.224
"1620",2015-11-09,"GASREGW",2.235
"1621",2015-11-16,"GASREGW",2.178
"1622",2015-11-23,"GASREGW",2.094
"1623",2015-11-30,"GASREGW",2.059
"1624",2015-12-01,"MICH",2.6
"1625",2015-12-07,"GASREGW",2.053
"1626",2015-12-14,"GASREGW",2.037
"1627",2015-12-21,"GASREGW",2.026
"1628",2015-12-28,"GASREGW",2.034
"1629",2016-01-01,"MICH",2.5
"1630",2016-01-04,"GASREGW",2.028
"1631",2016-01-11,"GASREGW",1.996
"1632",2016-01-18,"GASREGW",1.914
"1633",2016-01-25,"GASREGW",1.856
"1634",2016-02-01,"GASREGW",1.822
"1635",2016-02-01,"MICH",2.5
"1636",2016-02-08,"GASREGW",1.759
"1637",2016-02-15,"GASREGW",1.724
"1638",2016-02-22,"GASREGW",1.73
"1639",2016-02-29,"GASREGW",1.783
"1640",2016-03-01,"MICH",2.7
"1641",2016-03-07,"GASREGW",1.841
"1642",2016-03-14,"GASREGW",1.961
"1643",2016-03-21,"GASREGW",2.007
"1644",2016-03-28,"GASREGW",2.066
"1645",2016-04-01,"MICH",2.8
"1646",2016-04-04,"GASREGW",2.083
"1647",2016-04-11,"GASREGW",2.069
"1648",2016-04-18,"GASREGW",2.137
"1649",2016-04-25,"GASREGW",2.162
"1650",2016-05-01,"MICH",2.4
"1651",2016-05-02,"GASREGW",2.24
"1652",2016-05-09,"GASREGW",2.22
"1653",2016-05-16,"GASREGW",2.242
"1654",2016-05-23,"GASREGW",2.3
"1655",2016-05-30,"GASREGW",2.339
"1656",2016-06-01,"MICH",2.6
"1657",2016-06-06,"GASREGW",2.381
"1658",2016-06-13,"GASREGW",2.399
"1659",2016-06-20,"GASREGW",2.353
"1660",2016-06-27,"GASREGW",2.329
"1661",2016-07-01,"MICH",2.7
"1662",2016-07-04,"GASREGW",2.291
"1663",2016-07-11,"GASREGW",2.253
"1664",2016-07-18,"GASREGW",2.23
"1665",2016-07-25,"GASREGW",2.182
"1666",2016-08-01,"GASREGW",2.159
"1667",2016-08-01,"MICH",2.5
"1668",2016-08-08,"GASREGW",2.15
"1669",2016-08-15,"GASREGW",2.149
"1670",2016-08-22,"GASREGW",2.193
"1671",2016-08-29,"GASREGW",2.237
"1672",2016-09-01,"MICH",2.4
"1673",2016-09-05,"GASREGW",2.223
"1674",2016-09-12,"GASREGW",2.202
"1675",2016-09-19,"GASREGW",2.225
"1676",2016-09-26,"GASREGW",2.224
"1677",2016-10-01,"MICH",2.4
"1678",2016-10-03,"GASREGW",2.245
"1679",2016-10-10,"GASREGW",2.272
"1680",2016-10-17,"GASREGW",2.257
"1681",2016-10-24,"GASREGW",2.243
"1682",2016-10-31,"GASREGW",2.23
"1683",2016-11-01,"MICH",2.4
"1684",2016-11-07,"GASREGW",2.233
"1685",2016-11-14,"GASREGW",2.184
"1686",2016-11-21,"GASREGW",2.155
"1687",2016-11-28,"GASREGW",2.154
"1688",2016-12-01,"MICH",2.2
"1689",2016-12-05,"GASREGW",2.208
"1690",2016-12-12,"GASREGW",2.236
"1691",2016-12-19,"GASREGW",2.264
"1692",2016-12-26,"GASREGW",2.309
"1693",2017-01-01,"MICH",2.6
"1694",2017-01-02,"GASREGW",2.377
"1695",2017-01-09,"GASREGW",2.388
"1696",2017-01-16,"GASREGW",2.358
"1697",2017-01-23,"GASREGW",2.326
"1698",2017-01-30,"GASREGW",2.296
"1699",2017-02-01,"MICH",2.7
"1700",2017-02-06,"GASREGW",2.293
"1701",2017-02-13,"GASREGW",2.307
"1702",2017-02-20,"GASREGW",2.302
"1703",2017-02-27,"GASREGW",2.314
"1704",2017-03-01,"MICH",2.5
"1705",2017-03-06,"GASREGW",2.341
"1706",2017-03-13,"GASREGW",2.323
"1707",2017-03-20,"GASREGW",2.321
"1708",2017-03-27,"GASREGW",2.315
"1709",2017-04-01,"MICH",2.5
"1710",2017-04-03,"GASREGW",2.36
"1711",2017-04-10,"GASREGW",2.424
"1712",2017-04-17,"GASREGW",2.436
"1713",2017-04-24,"GASREGW",2.449
"1714",2017-05-01,"GASREGW",2.411
"1715",2017-05-01,"MICH",2.6
"1716",2017-05-08,"GASREGW",2.372
"1717",2017-05-15,"GASREGW",2.369
"1718",2017-05-22,"GASREGW",2.399
"1719",2017-05-29,"GASREGW",2.406
"1720",2017-06-01,"MICH",2.6
"1721",2017-06-05,"GASREGW",2.414
"1722",2017-06-12,"GASREGW",2.366
"1723",2017-06-19,"GASREGW",2.318
"1724",2017-06-26,"GASREGW",2.288
"1725",2017-07-01,"MICH",2.6
"1726",2017-07-03,"GASREGW",2.26
"1727",2017-07-10,"GASREGW",2.297
"1728",2017-07-17,"GASREGW",2.278
"1729",2017-07-24,"GASREGW",2.312
"1730",2017-07-31,"GASREGW",2.352
"1731",2017-08-01,"MICH",2.6
"1732",2017-08-07,"GASREGW",2.378
"1733",2017-08-14,"GASREGW",2.384
"1734",2017-08-21,"GASREGW",2.36
"1735",2017-08-28,"GASREGW",2.399
"1736",2017-09-01,"MICH",2.7
"1737",2017-09-04,"GASREGW",2.679
"1738",2017-09-11,"GASREGW",2.685
"1739",2017-09-18,"GASREGW",2.634
"1740",2017-09-25,"GASREGW",2.583
"1741",2017-10-01,"MICH",2.4
"1742",2017-10-02,"GASREGW",2.565
"1743",2017-10-09,"GASREGW",2.504
"1744",2017-10-16,"GASREGW",2.489
"1745",2017-10-23,"GASREGW",2.479
"1746",2017-10-30,"GASREGW",2.488
"1747",2017-11-01,"MICH",2.5
"1748",2017-11-06,"GASREGW",2.561
"1749",2017-11-13,"GASREGW",2.592
"1750",2017-11-20,"GASREGW",2.568
"1751",2017-11-27,"GASREGW",2.533
"1752",2017-12-01,"MICH",2.7
"1753",2017-12-04,"GASREGW",2.5
"1754",2017-12-11,"GASREGW",2.485
"1755",2017-12-18,"GASREGW",2.45
"1756",2017-12-25,"GASREGW",2.472
"1757",2018-01-01,"GASREGW",2.52
"1758",2018-01-01,"MICH",2.7
"1759",2018-01-08,"GASREGW",2.522
"1760",2018-01-15,"GASREGW",2.557
"1761",2018-01-22,"GASREGW",2.567
"1762",2018-01-29,"GASREGW",2.607
"1763",2018-02-01,"MICH",2.7
"1764",2018-02-05,"GASREGW",2.637
"1765",2018-02-12,"GASREGW",2.607
"1766",2018-02-19,"GASREGW",2.557
"1767",2018-02-26,"GASREGW",2.548
"1768",2018-03-01,"MICH",2.8
"1769",2018-03-05,"GASREGW",2.56
"1770",2018-03-12,"GASREGW",2.559
"1771",2018-03-19,"GASREGW",2.598
"1772",2018-03-26,"GASREGW",2.648
"1773",2018-04-01,"MICH",2.7
"1774",2018-04-02,"GASREGW",2.7
"1775",2018-04-09,"GASREGW",2.694
"1776",2018-04-16,"GASREGW",2.747
"1777",2018-04-23,"GASREGW",2.798
"1778",2018-04-30,"GASREGW",2.846
"1779",2018-05-01,"MICH",2.8
"1780",2018-05-07,"GASREGW",2.845
"1781",2018-05-14,"GASREGW",2.873
"1782",2018-05-21,"GASREGW",2.923
"1783",2018-05-28,"GASREGW",2.962
"1784",2018-06-01,"MICH",3
"1785",2018-06-04,"GASREGW",2.94
"1786",2018-06-11,"GASREGW",2.911
"1787",2018-06-18,"GASREGW",2.879
"1788",2018-06-25,"GASREGW",2.833
"1789",2018-07-01,"MICH",2.9
"1790",2018-07-02,"GASREGW",2.844
"1791",2018-07-09,"GASREGW",2.857
"1792",2018-07-16,"GASREGW",2.865
"1793",2018-07-23,"GASREGW",2.831
"1794",2018-07-30,"GASREGW",2.846
"1795",2018-08-01,"MICH",3
"1796",2018-08-06,"GASREGW",2.852
"1797",2018-08-13,"GASREGW",2.843
"1798",2018-08-20,"GASREGW",2.821
"1799",2018-08-27,"GASREGW",2.827
"1800",2018-09-01,"MICH",2.7
"1801",2018-09-03,"GASREGW",2.824
"1802",2018-09-10,"GASREGW",2.833
"1803",2018-09-17,"GASREGW",2.841
"1804",2018-09-24,"GASREGW",2.844
"1805",2018-10-01,"GASREGW",2.866
"1806",2018-10-01,"MICH",2.9
"1807",2018-10-08,"GASREGW",2.903
"1808",2018-10-15,"GASREGW",2.879
"1809",2018-10-22,"GASREGW",2.841
"1810",2018-10-29,"GASREGW",2.811
"1811",2018-11-01,"MICH",2.8
"1812",2018-11-05,"GASREGW",2.753
"1813",2018-11-12,"GASREGW",2.686
"1814",2018-11-19,"GASREGW",2.611
"1815",2018-11-26,"GASREGW",2.539
"1816",2018-12-01,"MICH",2.7
"1817",2018-12-03,"GASREGW",2.451
"1818",2018-12-10,"GASREGW",2.421
"1819",2018-12-17,"GASREGW",2.369
"1820",2018-12-24,"GASREGW",2.321
"1821",2018-12-31,"GASREGW",2.266
"1822",2019-01-01,"MICH",2.7
"1823",2019-01-07,"GASREGW",2.237
"1824",2019-01-14,"GASREGW",2.247
"1825",2019-01-21,"GASREGW",2.251
"1826",2019-01-28,"GASREGW",2.256
"1827",2019-02-01,"MICH",2.6
"1828",2019-02-04,"GASREGW",2.254
"1829",2019-02-11,"GASREGW",2.276
"1830",2019-02-18,"GASREGW",2.317
"1831",2019-02-25,"GASREGW",2.39
"1832",2019-03-01,"MICH",2.5
"1833",2019-03-04,"GASREGW",2.422
"1834",2019-03-11,"GASREGW",2.471
"1835",2019-03-18,"GASREGW",2.548
"1836",2019-03-25,"GASREGW",2.623
"1837",2019-04-01,"GASREGW",2.691
"1838",2019-04-01,"MICH",2.5
"1839",2019-04-08,"GASREGW",2.745
"1840",2019-04-15,"GASREGW",2.828
"1841",2019-04-22,"GASREGW",2.841
"1842",2019-04-29,"GASREGW",2.887
"1843",2019-05-01,"MICH",2.9
"1844",2019-05-06,"GASREGW",2.897
"1845",2019-05-13,"GASREGW",2.866
"1846",2019-05-20,"GASREGW",2.852
"1847",2019-05-27,"GASREGW",2.822
"1848",2019-06-01,"MICH",2.7
"1849",2019-06-03,"GASREGW",2.807
"1850",2019-06-10,"GASREGW",2.732
"1851",2019-06-17,"GASREGW",2.67
"1852",2019-06-24,"GASREGW",2.654
"1853",2019-07-01,"GASREGW",2.713
"1854",2019-07-01,"MICH",2.6
"1855",2019-07-08,"GASREGW",2.743
"1856",2019-07-15,"GASREGW",2.779
"1857",2019-07-22,"GASREGW",2.75
"1858",2019-07-29,"GASREGW",2.715
"1859",2019-08-01,"MICH",2.7
"1860",2019-08-05,"GASREGW",2.688
"1861",2019-08-12,"GASREGW",2.624
"1862",2019-08-19,"GASREGW",2.598
"1863",2019-08-26,"GASREGW",2.574
"1864",2019-09-01,"MICH",2.8
"1865",2019-09-02,"GASREGW",2.563
"1866",2019-09-09,"GASREGW",2.55
"1867",2019-09-16,"GASREGW",2.552
"1868",2019-09-23,"GASREGW",2.654
"1869",2019-09-30,"GASREGW",2.642
"1870",2019-10-01,"MICH",2.5
"1871",2019-10-07,"GASREGW",2.645
"1872",2019-10-14,"GASREGW",2.629
"1873",2019-10-21,"GASREGW",2.638
"1874",2019-10-28,"GASREGW",2.596
"1875",2019-11-01,"MICH",2.5
"1876",2019-11-04,"GASREGW",2.605
"1877",2019-11-11,"GASREGW",2.615
"1878",2019-11-18,"GASREGW",2.592
"1879",2019-11-25,"GASREGW",2.579
"1880",2019-12-01,"MICH",2.3
"1881",2019-12-02,"GASREGW",2.575
"1882",2019-12-09,"GASREGW",2.561
"1883",2019-12-16,"GASREGW",2.536
"1884",2019-12-23,"GASREGW",2.532
"1885",2019-12-30,"GASREGW",2.571
"1886",2020-01-01,"MICH",2.5
"1887",2020-01-06,"GASREGW",2.578
"1888",2020-01-13,"GASREGW",2.57
"1889",2020-01-20,"GASREGW",2.537
"1890",2020-01-27,"GASREGW",2.506
"1891",2020-02-01,"MICH",2.4
"1892",2020-02-03,"GASREGW",2.455
"1893",2020-02-10,"GASREGW",2.419
"1894",2020-02-17,"GASREGW",2.428
"1895",2020-02-24,"GASREGW",2.466
"1896",2020-03-01,"MICH",2.2
"1897",2020-03-02,"GASREGW",2.423
"1898",2020-03-09,"GASREGW",2.375
"1899",2020-03-16,"GASREGW",2.248
"1900",2020-03-23,"GASREGW",2.12
"1901",2020-03-30,"GASREGW",2.005
"1902",2020-04-01,"MICH",2.1
"1903",2020-04-06,"GASREGW",1.924
"1904",2020-04-13,"GASREGW",1.853
"1905",2020-04-20,"GASREGW",1.812
"1906",2020-04-27,"GASREGW",1.773
"1907",2020-05-01,"MICH",3.2
"1908",2020-05-04,"GASREGW",1.789
"1909",2020-05-11,"GASREGW",1.851
"1910",2020-05-18,"GASREGW",1.878
"1911",2020-05-25,"GASREGW",1.96
"1912",2020-06-01,"GASREGW",1.974
"1913",2020-06-01,"MICH",3
"1914",2020-06-08,"GASREGW",2.036
"1915",2020-06-15,"GASREGW",2.098
"1916",2020-06-22,"GASREGW",2.129
"1917",2020-06-29,"GASREGW",2.174
"1918",2020-07-01,"MICH",3
"1919",2020-07-06,"GASREGW",2.177
"1920",2020-07-13,"GASREGW",2.195
"1921",2020-07-20,"GASREGW",2.186
"1922",2020-07-27,"GASREGW",2.175
"1923",2020-08-01,"MICH",3.1
"1924",2020-08-03,"GASREGW",2.176
"1925",2020-08-10,"GASREGW",2.166
"1926",2020-08-17,"GASREGW",2.166
"1927",2020-08-24,"GASREGW",2.182
"1928",2020-08-31,"GASREGW",2.222
"1929",2020-09-01,"MICH",2.6
"1930",2020-09-07,"GASREGW",2.211
"1931",2020-09-14,"GASREGW",2.183
"1932",2020-09-21,"GASREGW",2.168
"1933",2020-09-28,"GASREGW",2.169
"1934",2020-10-01,"MICH",2.6
"1935",2020-10-05,"GASREGW",2.172
"1936",2020-10-12,"GASREGW",2.167
"1937",2020-10-19,"GASREGW",2.15
"1938",2020-10-26,"GASREGW",2.143
"1939",2020-11-01,"MICH",2.8
"1940",2020-11-02,"GASREGW",2.112
"1941",2020-11-09,"GASREGW",2.096
"1942",2020-11-16,"GASREGW",2.111
"1943",2020-11-23,"GASREGW",2.102
"1944",2020-11-30,"GASREGW",2.12
"1945",2020-12-01,"MICH",2.5
"1946",2020-12-07,"GASREGW",2.156
"1947",2020-12-14,"GASREGW",2.158
"1948",2020-12-21,"GASREGW",2.224
"1949",2020-12-28,"GASREGW",2.243
"1950",2021-01-01,"MICH",3
"1951",2021-01-04,"GASREGW",2.249
"1952",2021-01-11,"GASREGW",2.317
"1953",2021-01-18,"GASREGW",2.379
"1954",2021-01-25,"GASREGW",2.392
"1955",2021-02-01,"GASREGW",2.409
"1956",2021-02-01,"MICH",3.3
"1957",2021-02-08,"GASREGW",2.461
"1958",2021-02-15,"GASREGW",2.501
"1959",2021-02-22,"GASREGW",2.633
"1960",2021-03-01,"GASREGW",2.711
"1961",2021-03-01,"MICH",3.1
"1962",2021-03-08,"GASREGW",2.771
"1963",2021-03-15,"GASREGW",2.853
"1964",2021-03-22,"GASREGW",2.865
"1965",2021-03-29,"GASREGW",2.852
"1966",2021-04-01,"MICH",3.4
"1967",2021-04-05,"GASREGW",2.857
"1968",2021-04-12,"GASREGW",2.849
"1969",2021-04-19,"GASREGW",2.855
"1970",2021-04-26,"GASREGW",2.872
"1971",2021-05-01,"MICH",4.6
"1972",2021-05-03,"GASREGW",2.89
"1973",2021-05-10,"GASREGW",2.961
"1974",2021-05-17,"GASREGW",3.028
"1975",2021-05-24,"GASREGW",3.02
"1976",2021-05-31,"GASREGW",3.027
"1977",2021-06-01,"MICH",4.2
"1978",2021-06-07,"GASREGW",3.035
"1979",2021-06-14,"GASREGW",3.069
"1980",2021-06-21,"GASREGW",3.06
"1981",2021-06-28,"GASREGW",3.091
"1982",2021-07-01,"MICH",4.7
"1983",2021-07-05,"GASREGW",3.122
"1984",2021-07-12,"GASREGW",3.133
"1985",2021-07-19,"GASREGW",3.153
"1986",2021-07-26,"GASREGW",3.136
"1987",2021-08-01,"MICH",4.6
"1988",2021-08-02,"GASREGW",3.159
"1989",2021-08-09,"GASREGW",3.172
"1990",2021-08-16,"GASREGW",3.174
